3.1,0.0,2,400.0,22.0,10,-2,1.14583611488,-2,1144.0,2,20,-2.86539633251,4.45864372401,5.3,5,8,8,5.0,400.0
3.1,0.0,2,400.0,22.0,10,-2,1.14584708214,-2,1144.0,2,2,2.86539633251,4.45864372401,5.3,5,8,8,5.0,400.0
cue-length,ms-precue,resp-v-hv,ms-st-cue,nitems,offset2,resp-h-pos,actualStimOn,resp-v-pos,ms-stimon,resp-h-hv,cue-loc-int,cue-loc-x,cue-loc-y,radius,bars-or-spot,version,offset,npractice,ntrials
3.1,0.0,1,400.0,22.0,10,1,1.14584088326,1,1144.0,1,3,4.00547274408,3.47076188991,5.3,5,8,8,5.0,400.0
3.1,0.0,2,400.0,22.0,10,2,1.14584803581,2,1144.0,2,7,4.82104957538,-2.20169956891,5.3,5,8,8,5.0,400.0
3.1,0.0,2,400.0,22.0,10,1,1.14590883255,1,1144.0,2,11,6.49062803548e-16,-5.3,5.3,5,8,8,5.0,400.0
cue-length,ms-precue,resp-v-hv,ms-st-cue,nitems,offset2,resp-h-pos,actualStimOn,resp-v-pos,ms-stimon,resp-h-hv,cue-loc-int,cue-loc-x,cue-loc-y,radius,bars-or-spot,version,offset,npractice,ntrials
3.1,0.0,2,400.0,22.0,13,0,1.14592003822,1,1144.0,1,19,-4.00547274408,3.47076188991,5.3,4,7,9,5.0,400.0
3.1,0.0,1,400.0,22.0,13,1,1.145788908,1,1144.0,1,19,-4.00547274408,3.47076188991,5.3,4,7,9,5.0,400.0
3.1,0.0,2,400.0,22.0,13,0,1.14605402946,0,1144.0,1,10,1.49318255126,-5.08531276016,5.3,4,7,9,5.0,400.0
3.1,0.0,1,400.0,22.0,13,-1,1.14581608772,1,1144.0,1,7,4.82104957538,-2.20169956891,5.3,4,7,9,5.0,400.0
3.1,0.0,1,400.0,22.0,13,2,1.14607906342,0,1144.0,2,21,-1.49318255126,5.08531276016,5.3,4,7,9,5.0,400.0
cue-length,ms-precue,resp-v-hv,ms-st-cue,nitems,offset2,resp-h-pos,actualStimOn,resp-v-pos,ms-stimon,resp-h-hv,cue-loc-int,cue-loc-x,cue-loc-y,radius,bars-or-spot,version,offset,npractice,ntrials
3.1,0.0,2,400.0,22.0,0,0,1.14625501633,2,1144.0,2,16,-5.24605364197,-0.754268642848,5.3,0,9,-10.5,5.0,400.0
3.1,0.0,1,400.0,22.0,0,0,1.14614009857,-1,1144.0,2,19,-4.00547274408,3.47076188991,5.3,0,9,-10.5,5.0,400.0
3.1,0.0,2,400.0,22.0,0,0,1.14611005783,0,1144.0,1,15,-4.82104957538,-2.20169956891,5.3,0,9,-10.5,5.0,400.0
3.1,0.0,1,400.0,22.0,0,1,1.14609909058,1,1144.0,1,19,-4.00547274408,3.47076188991,5.3,0,9,-10.5,5.0,400.0
3.1,0.0,2,400.0,22.0,0,0,1.14622783661,0,1144.0,1,0,0.0,5.3,5.3,0,9,-10.5,5.0,400.0
cue-length,ms-precue,resp-v-hv,ms-st-cue,nitems,offset2,resp-h-pos,actualStimOn,resp-v-pos,ms-stimon,resp-h-hv,cue-loc-int,cue-loc-x,cue-loc-y,radius,bars-or-spot,version,offset,npractice,ntrials
3.1,0.0,2,400.0,22.0,10,0,1.14655900002,0,1144.0,1,18,-4.82104957538,2.20169956891,5.3,5,8,8,5.0,400.0
cue-length,ms-precue,resp-v-hv,ms-st-cue,nitems,offset2,resp-h-pos,actualStimOn,resp-v-pos,ms-stimon,resp-h-hv,cue-loc-int,cue-loc-x,cue-loc-y,radius,bars-or-spot,version,offset,npractice,ntrials
3.1,0.0,2,400.0,22.0,0,0,1.14597821236,0,1144.0,1,19,-4.00547274408,3.47076188991,5.3,0,5,-10.5,5.0,400.0
